ddl_dml_name,ddl_dml_page_name,ddl_dml_url,ddl_dml_category_array,ddl_dml_category,ddl_dml_description
show roles in service,show-roles-in-service,https://docs.snowflake.com/en/sql-reference/sql/show-roles-in-service,ddl,ddl,Lists all the service roles associated with a service.
show row access policies,show-row-access-policies,https://docs.snowflake.com/en/sql-reference/sql/show-row-access-policies,ddl,ddl,Lists the row access policies for which you have access privileges.
show schemas,show-schemas,https://docs.snowflake.com/en/sql-reference/sql/show-schemas,ddl,ddl,"Lists the schemas for which you have access privileges, including dropped schemas that are still within the Time Travel retention period and, therefore, can be undropped."
show secrets,show-secrets,https://docs.snowflake.com/en/sql-reference/sql/show-secrets,ddl,ddl,Lists the secrets for which you have rights to see.
show semantic views,show-semantic-views,https://docs.snowflake.com/en/sql-reference/sql/show-semantic-views,ddl,ddl,Lists the semantic views for which you have access privileges.
show sequences,show-sequences,https://docs.snowflake.com/en/sql-reference/sql/show-sequences,ddl,ddl,Lists all the sequences for which you have access privileges.
show service containers in service,show-service-containers-in-service,https://docs.snowflake.com/en/sql-reference/sql/show-service-containers-in-service,ddl,ddl,Lists the containers in all instances of a service.
show service instances in service,show-service-instances-in-service,https://docs.snowflake.com/en/sql-reference/sql/show-service-instances-in-service,ddl,ddl,Lists instances of a service.
show services,show-services,https://docs.snowflake.com/en/sql-reference/sql/show-services,ddl,ddl,Lists the Snowpark Container Services services (including job services) for which you have access privileges.
show session policies,show-session-policies,https://docs.snowflake.com/en/sql-reference/sql/show-session-policies,ddl,ddl,"Lists session policy information, including the creation date, database and schema names, owner, and any available comments."
show shares,show-shares,https://docs.snowflake.com/en/sql-reference/sql/show-shares,ddl,ddl,Lists all shares available in the system.
show shares in failover group,show-shares-in-failover-group,https://docs.snowflake.com/en/sql-reference/sql/show-shares-in-failover-group,ddl,ddl,Lists shares in a failover group.
show shares in replication group,show-shares-in-replication-group,https://docs.snowflake.com/en/sql-reference/sql/show-shares-in-replication-group,ddl,ddl,Lists shares in a replication group.
show snapshots,show-snapshots,https://docs.snowflake.com/en/sql-reference/sql/show-snapshots,ddl,ddl,Lists the snapshots for which you have access privileges.
show stages,show-stages,https://docs.snowflake.com/en/sql-reference/sql/show-stages,ddl,ddl,Lists all the stages for which you have access privileges.
show streamlits,show-streamlits,https://docs.snowflake.com/en/sql-reference/sql/show-streamlits,ddl,ddl,Lists the Streamlit objects for which you have access privileges.
show streams,show-streams,https://docs.snowflake.com/en/sql-reference/sql/show-streams,ddl,ddl,Lists the streams for which you have access privileges.
show tables,show-tables,https://docs.snowflake.com/en/sql-reference/sql/show-tables,ddl,ddl,"Lists the tables for which you have access privileges, including dropped tables that are still within the Time Travel retention period and, therefore, can be undropped."
show tags,show-tags,https://docs.snowflake.com/en/sql-reference/sql/show-tags,ddl,ddl,Lists the tag information.
show tasks,show-tasks,https://docs.snowflake.com/en/sql-reference/sql/show-tasks,ddl,ddl,Lists the tasks for which you have access privileges.
show telemetry event definitions,show-telemetry-event-definitions,https://docs.snowflake.com/en/sql-reference/sql/show-telemetry-event-definitions,ddl,ddl,Lists the event definitions for the specified app.
show transactions,show-transactions,https://docs.snowflake.com/en/sql-reference/sql/show-transactions,ddl,ddl,List all running transactions.
show user functions,show-user-functions,https://docs.snowflake.com/en/sql-reference/sql/show-user-functions,ddl,ddl,Lists all user-defined functions (UDFs) for which you have access privileges.
show user procedures,show-user-procedures,https://docs.snowflake.com/en/sql-reference/sql/show-user-procedures,ddl,ddl,Lists all user-defined procedures for which you have access privileges.
show user programmatic access tokens,show-user-programmatic-access-tokens,https://docs.snowflake.com/en/sql-reference/sql/show-user-programmatic-access-tokens,ddl,ddl,Lists the programmatic access tokens associated with a user.
show users,show-users,https://docs.snowflake.com/en/sql-reference/sql/show-users,ddl,ddl,Lists all users in the system.
show variables,show-variables,https://docs.snowflake.com/en/sql-reference/sql/show-variables,ddl,ddl,Lists all variables defined in the current session.
show versions in application package,show-versions,https://docs.snowflake.com/en/sql-reference/sql/show-versions,ddl,ddl,Lists the versions defined in the specified application package.
show versions in dataset,show-versions-in-dataset,https://docs.snowflake.com/en/sql-reference/sql/show-versions-in-dataset,ddl,ddl,Displays information about the datasets in your account at either the schema or database level.
show versions in listing,show-versions-in-listing,https://docs.snowflake.com/en/sql-reference/sql/show-versions-in-listing,ddl,ddl,Lists and provides details of all listing versions.
show versions in model,show-versions-in-model,https://docs.snowflake.com/en/sql-reference/sql/show-versions-in-model,ddl,ddl,Lists the versions in a machine learning model.
show versions in organization profile,show-versions-in-organization-profile,https://docs.snowflake.com/en/sql-reference/sql/show-versions-in-organization-profile,ddl,ddl,Lists the organization profile versions for which you have access privileges.
show views,show-views,https://docs.snowflake.com/en/sql-reference/sql/show-views,ddl,ddl,"Lists the views, including secure views, for which you have access privileges."
show warehouses,show-warehouses,https://docs.snowflake.com/en/sql-reference/sql/show-warehouses,ddl,ddl,Lists all the virtual warehouses in your account for which you have access privileges.
truncate materialized view,truncate-materialized-view,https://docs.snowflake.com/en/sql-reference/sql/truncate-materialized-view,ddl,ddl,"Removes all rows from a materialized view, but leaves the view intact (including all privileges and constraints on the materialized view)."
truncate table,truncate-table,https://docs.snowflake.com/en/sql-reference/sql/truncate-table,dml,dml,Removes all rows from a table but leaves the table intact (including all privileges and constraints on the table).
undrop,undrop,https://docs.snowflake.com/en/sql-reference/sql/undrop,ddl,ddl,Restores the specified object to the system.
undrop account,undrop-account,https://docs.snowflake.com/en/sql-reference/sql/undrop-account,ddl,ddl,Restores a dropped account that has not yet been permanently deleted (a dropped account that is within its grace period).
undrop database,undrop-database,https://docs.snowflake.com/en/sql-reference/sql/undrop-database,ddl,ddl,Restores the most recent version of a dropped database.
undrop dynamic table,undrop-dynamic-table,https://docs.snowflake.com/en/sql-reference/sql/undrop-dynamic-table,ddl,ddl,Restores the most recent version of a dropped dynamic table.
undrop external volume,undrop-external-volume,https://docs.snowflake.com/en/sql-reference/sql/undrop-external-volume,ddl,ddl,Restores the most recent version of a dropped external volume.
undrop iceberg table,undrop-iceberg-table,https://docs.snowflake.com/en/sql-reference/sql/undrop-iceberg-table,ddl,ddl,Restores the most recent version of a dropped Apache Iceberg™ table.
undrop notebook,undrop-notebook,https://docs.snowflake.com/en/sql-reference/sql/undrop-notebook,ddl,ddl,Restores the most recent version of a dropped notebook.
undrop schema,undrop-schema,https://docs.snowflake.com/en/sql-reference/sql/undrop-schema,ddl,ddl,Restore the most recent version of a dropped schema.
undrop streamlit,undrop-streamlit,https://docs.snowflake.com/en/sql-reference/sql/undrop-streamlit,ddl,ddl,Restores the most recent version of a dropped Streamlit object.
undrop table,undrop-table,https://docs.snowflake.com/en/sql-reference/sql/undrop-table,ddl,ddl,Restores the most recent version of a dropped table.
undrop tag,undrop-tag,https://docs.snowflake.com/en/sql-reference/sql/undrop-tag,ddl,ddl,Restores the most recent version of a tag to the system.
unset,unset,https://docs.snowflake.com/en/sql-reference/sql/unset,ddl,ddl,Drops a session variable.
update,update,https://docs.snowflake.com/en/sql-reference/sql/update,dml,dml,Updates specified rows in the target table with new values.
use,use,https://docs.snowflake.com/en/sql-reference/sql/use,ddl,ddl,"Specifies the role, warehouse, database, or schema to use for the current session."
use database,use-database,https://docs.snowflake.com/en/sql-reference/sql/use-database,ddl,ddl,Specifies the active/current database for the session.
use role,use-role,https://docs.snowflake.com/en/sql-reference/sql/use-role,ddl,ddl,Specifies the active/current primary role for the session.
use schema,use-schema,https://docs.snowflake.com/en/sql-reference/sql/use-schema,ddl,ddl,Specifies the active/current schema for the session.
use secondary roles,use-secondary-roles,https://docs.snowflake.com/en/sql-reference/sql/use-secondary-roles,ddl,ddl,Specifies the active/current secondary roles for the session.
use warehouse,use-warehouse,https://docs.snowflake.com/en/sql-reference/sql/use-warehouse,ddl,ddl,Specifies the active/current virtual warehouse for the session.
truncate,truncate-table,https://docs.snowflake.com/en/sql-reference/sql/truncate-table,dml,dml,Removes all rows from a table but leaves the table intact (including all privileges and constraints on the table).
create or replace,create-table,https://docs.snowflake.com/en/sql-reference/sql/create-table,ddl,ddl,"Creates a new table in the current/specified schema, replaces an existing table, or alters an existing table."
